Accounting
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
7573,BASC,201,002,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,02/05-02/05,TBA,Registration Not Required
7574,BASC,201,003,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,02/05-02/05,TBA,Registration Not Required
7575,BASC,201,004,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,02/05-02/05,TBA,Registration Not Required
7576,BASC,201,005,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,02/26-02/26,TBA,Registration Not Required
7577,BASC,201,006,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,02/26-02/26,TBA,Registration Not Required
7578,BASC,201,007,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,02/26-02/26,TBA,Registration Not Required
7579,BASC,201,008,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,04/08-04/08,TBA,Registration Not Required
7580,BASC,201,009,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,04/08-04/08,EDUC 613,Registration Not Required
7581,BASC,201,010,Conference,0.000,"Arts and Science Integrative Topics.",M,11:35 am-12:55 pm,30,0,0,0,TBA,04/08-04/08,LEA 15,Registration Not Required
1239,BASC,396,001,Project,3.000,"Undergraduate Research Project.",,TBA,10,0,0,0,TBA,01/04-04/12,TBA,Active
4992,BASC,449D2,001,Research Course,3.000,"Integrative Research Project.",,TBA,10,0,0,0,TBA,01/04-04/12,TBA,Active
Biological and Biomedical Engr
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
926,BBME,600D2,001,Seminar,1.500,"Seminars in Biological and Biomedical Engineering.",F,01:35 pm-02:25 pm,40,0,0,0,"Guojun  Chen, Jasmin  Coulombe-Huntington",01/04-04/12,DUFF THTR 1,Active
927,BBME,600N1,001,Seminar,1.500,"Seminars in Biological and Biomedical Engineering.",F,01:35 pm-02:25 pm,30,0,0,0,"Guojun  Chen, Jasmin  Coulombe-Huntington",01/04-04/12,DUFF THTR 1,Active
746,BBME,693,001,Thesis Course,6.000,"Thesis Research 1.",,TBA,20,0,0,0,TBA,01/04-04/12,TBA,Active
747,BBME,694,001,Thesis Course,6.000,"Thesis Research 2.",,TBA,30,0,0,0,TBA,01/04-04/12,TBA,Active
751,BBME,695,001,Thesis Course,12.000,"Thesis Submission.",,TBA,15,0,0,0,TBA,01/04-04/12,TBA,Active
892,BBME,696,001,Thesis Course,3.000,"Thesis Research 3.",,TBA,30,0,0,0,TBA,01/04-04/12,TBA,Active
889,BBME,697,001,Thesis Course,3.000,"Thesis Research 4.",,TBA,40,0,0,0,TBA,01/04-04/12,TBA,Active
748,BBME,701,001,Comprehensive Exam,0.000,"Ph.D. Comprehensive Examination.",,TBA,15,0,0,0,TBA,01/04-04/12,TBA,Active
Bioengineering
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1240,BIEN,210,001,Lecture,3.000,"Electrical and Optical Properties of Biological Systems.",TR,10:05 am-11:25 am,75,0,0,0,"Sebastian  Wachsmann Hogiu",01/04-04/09,TBA,Cancelled
1241,BIEN,210,002,Tutorial,0.000,"Electrical and Optical Properties of Biological Systems.",T,11:35 am-02:25 pm,75,0,0,0,"Sebastian  Wachsmann Hogiu",01/04-04/12,TBA,Cancelled
7470,BIEN,220,001,Lecture,2.000,"Introduction to Mechanics for Bioengineers.",M,03:35 pm-05:25 pm,75,0,0,0,"Rupa  Haldavnekar",01/04-04/11,RPHYS 114,Active
,,,,,,,R,03:35 pm-05:25 pm,,,,,"Rupa  Haldavnekar",04/11-04/11,RPHYS 114,Active
7471,BIEN,220,002,Tutorial,0.000,"Introduction to Mechanics for Bioengineers.",R,11:35 am-12:25 pm,20,0,0,0,"Rupa  Haldavnekar",01/04-04/10,ADAMS 1,Active
,,,,,,,R,11:35 am-12:25 pm,,,,,"Rupa  Haldavnekar",04/12-04/12,ADAMS 1,Active
7518,BIEN,220,003,Tutorial,0.000,"Introduction to Mechanics for Bioengineers.",R,12:35 pm-01:25 pm,20,0,0,0,"Rupa  Haldavnekar",01/04-04/10,ADAMS 1,Active
,,,,,,,R,12:35 pm-01:25 pm,,,,,"Rupa  Haldavnekar",04/12-04/12,ADAMS 1,Active
7519,BIEN,220,004,Tutorial,0.000,"Introduction to Mechanics for Bioengineers.",R,01:35 pm-02:25 pm,20,0,0,0,"Rupa  Haldavnekar",01/04-04/10,ADAMS 1,Active
,,,,,,,R,01:35 pm-02:25 pm,,,,,"Rupa  Haldavnekar",04/12-04/12,ADAMS 1,Active
1242,BIEN,300,001,Lecture,3.000,"Thermodynamics in Bioengineering.",TR,08:35 am-09:55 am,75,0,0,0,"Stephane  Bilodeau",01/04-04/09,ENGMC 11,Active
1243,BIEN,300,002,Tutorial,0.000,"Thermodynamics in Bioengineering.",F,08:35 am-10:25 am,75,0,0,0,"Stephane  Bilodeau",01/04-04/12,ENGTR 1100,Active
1244,BIEN,320,001,Lecture,3.000,"Molecular, Cellular and Tissue Biomechanics.",TR,11:35 am-12:55 pm,60,0,0,0,"Allen Joseph Ehrlicher",01/04-04/09,ENGMC 12,Active
1245,BIEN,320,002,Tutorial,0.000,"Molecular, Cellular and Tissue Biomechanics.",F,10:35 am-12:25 pm,60,0,0,0,"Allen Joseph Ehrlicher",01/04-04/12,ENGTR 0060,Active
1246,BIEN,330,001,Lecture,3.000,"Tissue Engineering and Regenerative Medicine.",TR,04:05 pm-05:25 pm,60,0,0,0,"Joseph Matthew Kinsella",01/04-04/09,ENGTR 1080,Active
1247,BIEN,340,001,Lecture,3.000,"Transport Phenomena in Biological Systems 2.",F,08:35 am-11:25 am,65,0,0,0,"Rupa  Haldavnekar, Amine A. Kamen",01/04-04/12,ENGTR 1090,Active
1248,BIEN,340,002,Tutorial,0.000,"Transport Phenomena in Biological Systems 2.",T,11:35 am-01:25 pm,65,0,0,0,"Rupa  Haldavnekar, Amine A. Kamen",01/04-04/12,ENGTR 1090,Active
1249,BIEN,360,001,Lecture,3.000,"Physical Chemistry in Bioengineering.",MW,11:35 am-12:55 pm,75,0,0,0,"Jasmin  Coulombe-Huntington",01/04-04/11,MAASS 217,Active
,,,,,,,R,11:35 am-12:55 pm,,,,,"Jasmin  Coulombe-Huntington",04/11-04/11,MAASS 217,Active
1250,BIEN,360,002,Tutorial,0.000,"Physical Chemistry in Bioengineering.",F,12:35 pm-02:25 pm,75,0,0,0,"Jasmin  Coulombe-Huntington",01/04-04/12,ENGMD 276,Active
7656,BIEN,361,001,Lecture,3.000,"Materials for Bio-Applications.",TR,10:05 am-11:25 am,35,0,0,0,"Sara  Mahshid",01/04-04/09,BURN 708,Active
7657,BIEN,361,002,Tutorial,0.000,"Materials for Bio-Applications.",M,10:35 am-11:25 am,35,0,0,0,"Sara  Mahshid",01/04-04/12,LEA 210,Active
,,,,,,,R,10:35 am-11:25 am,,,,,"Sara  Mahshid",04/11-04/11,LEA 210,Active
1251,BIEN,390,001,Lecture,3.000,"Bioengineering Laboratory.",M,10:35 am-11:25 am,80,0,0,0,"Sebastian  Wachsmann Hogiu",01/04-04/11,ENGMD 280,Active
,,,,,,,R,10:35 am-11:25 am,,,,,"Sebastian  Wachsmann Hogiu",04/11-04/11,ENGMD 280,Active
1252,BIEN,390,002,Laboratory,0.000,"Bioengineering Laboratory.",R,01:35 pm-05:25 pm,25,0,0,0,"Sebastian  Wachsmann Hogiu",01/04-04/10,TBA,Active
,,,,,,,R,01:35 pm-05:25 pm,,,,,"Sebastian  Wachsmann Hogiu",04/12-04/12,TBA,Active
1253,BIEN,390,003,Laboratory,0.000,"Bioengineering Laboratory.",M,01:35 pm-05:25 pm,27,0,0,0,"Sebastian  Wachsmann Hogiu",01/04-04/12,TBA,Active
,,,,,,,R,01:35 pm-05:25 pm,,,,,"Sebastian  Wachsmann Hogiu",04/11-04/11,TBA,Active
1254,BIEN,390,004,Laboratory,0.000,"Bioengineering Laboratory.",F,02:35 pm-06:25 pm,24,0,0,0,"Sebastian  Wachsmann Hogiu",01/04-04/12,TBA,Active
1255,BIEN,414,001,Lecture,3.000,"Fundamentals and Rheology of Biological Fluids.",TR,10:05 am-11:25 am,35,0,0,0,"Caroline Elizabeth Wagner",01/04-04/09,ARTS 260,Active
1256,BIEN,414,002,Tutorial,0.000,"Fundamentals and Rheology of Biological Fluids.",M,04:05 pm-04:55 pm,35,0,0,0,"Caroline Elizabeth Wagner",01/04-04/12,MAASS 328,Active
,,,,,,,R,04:05 pm-04:55 pm,,,,,"Caroline Elizabeth Wagner",04/11-04/11,MAASS 328,Active
7036,BIEN,420,001,Lecture,3.000,"Biodevices Design for Diagnostics and Screening.",MW,04:05 pm-05:25 pm,45,0,0,0,"Ayyappasamy  Sudalaiyadum Perumal, Dan Veniamin Nicolau",01/04-04/11,ENGTR 2110,Active
,,,,,,,R,04:05 pm-05:25 pm,,,,,"Ayyappasamy  Sudalaiyadum Perumal, Dan Veniamin Nicolau",04/11-04/11,ENGTR 2110,Active
7037,BIEN,420,002,Tutorial,0.000,"Biodevices Design for Diagnostics and Screening.",M,09:35 am-11:25 am,45,0,0,0,"Ayyappasamy  Sudalaiyadum Perumal, Dan Veniamin Nicolau",01/04-04/12,ENGTR 2100,Active
,,,,,,,R,09:35 am-11:25 am,,,,,"Ayyappasamy  Sudalaiyadum Perumal, Dan Veniamin Nicolau",04/11-04/11,ENGTR 2100,Active
6757,BIEN,450,001,Lecture,3.000,"Biological Structures and Assemblies.",R,11:35 am-02:25 pm,25,0,0,0,"Natalie  Reznikov",01/04-01/10,STBIO S3/4,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Natalie  Reznikov",01/11-01/22,STBIO S2/2,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Natalie  Reznikov",01/23-04/04,MDHAR 420,Active
6767,BIEN,450,002,Lab-Tutorial,0.000,"Biological Structures and Assemblies.",W,09:35 am-11:25 am,25,0,0,0,"Natalie  Reznikov",01/04-04/12,EDUC 629,Active
1257,BIEN,462,001,Lecture,3.000,"Engineering Principles in Physiological Systems.",TR,10:05 am-11:25 am,40,0,0,0,"Georgios  Mitsis",01/04-04/09,WONG 1030,Active
1258,BIEN,462,002,Tutorial,0.000,"Engineering Principles in Physiological Systems.",M,08:35 am-09:25 am,40,0,0,0,"Georgios  Mitsis",01/04-04/12,ENGTR 2100,Active
,,,,,,,R,08:35 am-09:25 am,,,,,"Georgios  Mitsis",04/11-04/11,ENGTR 2100,Active
4993,BIEN,470D2,001,Lecture,3.000,"Bioengineering Design Project.",M,09:35 am-10:25 am,80,0,0,0,"Allen Joseph Ehrlicher",01/04-04/11,ENGMD 280,Active
,,,,,,,R,09:35 am-10:25 am,,,,,"Allen Joseph Ehrlicher",04/11-04/11,ENGMD 280,Active
1259,BIEN,471,001,Project,2.000,"Bioengineering Research Project.",,TBA,75,0,0,0,"Dan Veniamin Nicolau",01/04-04/12,TBA,Active
1260,BIEN,500,001,Lecture,3.000,"Special Topics in Bioengineering 1.",M,11:35 am-02:25 pm,15,0,0,0,"Stuart Brahm Kozlick",01/04-04/11,RPHYS 115,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Stuart Brahm Kozlick",04/11-04/11,RPHYS 115,Active
1261,BIEN,500,002,Lecture,3.000,"Special Topics in Bioengineering 1.",M,11:35 am-02:25 pm,25,0,0,0,"Stuart Brahm Kozlick",01/04-04/11,RPHYS 115,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Stuart Brahm Kozlick",04/11-04/11,RPHYS 115,Active
7480,BIEN,515,001,Lecture,3.000,"Special Topics in Bioengineering 2.",TBA,TBA,0,0,0,0,TBA,01/04-04/12,TBA,Temporarily closed
1262,BIEN,530,001,Lecture,3.000,"Imaging and Bioanalytical Instrumentation.",MW,02:35 pm-03:55 pm,15,0,0,0,"Adam Gerald Hendricks",01/04-04/11,ENGMD 276,Active
,,,,,,,R,02:35 pm-03:55 pm,,,,,"Adam Gerald Hendricks",04/11-04/11,ENGMD 276,Active
1263,BIEN,530,002,Lecture,3.000,"Imaging and Bioanalytical Instrumentation.",MW,02:35 pm-03:55 pm,45,0,0,0,"Adam Gerald Hendricks",01/04-04/11,ENGMD 276,Active
,,,,,,,R,02:35 pm-03:55 pm,,,,,"Adam Gerald Hendricks",04/11-04/11,ENGMD 276,Active
1264,BIEN,530,003,Tutorial,0.000,"Imaging and Bioanalytical Instrumentation.",W,09:05 am-09:55 am,45,0,0,0,"Adam Gerald Hendricks",01/04-04/12,ENGMC 12,Active
1265,BIEN,530,004,Tutorial,0.000,"Imaging and Bioanalytical Instrumentation.",W,09:05 am-09:55 am,15,0,0,0,"Adam Gerald Hendricks",01/04-04/12,ENGMC 12,Active
1266,BIEN,535,001,Lecture,3.000,"Electron Microscopy and 3D Imaging for Biological Materials.",WF,04:05 pm-05:25 pm,6,0,0,0,"Natalie  Reznikov",01/04-04/12,SH680 223,Active
1267,BIEN,535,002,Lecture,3.000,"Electron Microscopy and 3D Imaging for Biological Materials.",WF,04:05 pm-05:25 pm,9,0,0,0,"Natalie  Reznikov",01/04-04/12,SH680 223,Active
1268,BIEN,535,003,Tutorial,0.000,"Electron Microscopy and 3D Imaging for Biological Materials.",R,02:35 pm-05:25 pm,6,0,0,0,"Natalie  Reznikov",01/04-04/10,WONG 1050,Active
,,,,,,,R,02:35 pm-05:25 pm,,,,,"Natalie  Reznikov",04/12-04/12,WONG 1050,Active
1269,BIEN,535,004,Tutorial,0.000,"Electron Microscopy and 3D Imaging for Biological Materials.",R,02:35 pm-05:25 pm,10,0,0,0,"Natalie  Reznikov",01/04-04/10,WONG 1050,Active
,,,,,,,R,02:35 pm-05:25 pm,,,,,"Natalie  Reznikov",04/12-04/12,WONG 1050,Active
1270,BIEN,540,001,Lecture,3.000,"Information Storage and Processing in Biological Systems.",TR,02:35 pm-03:55 pm,15,0,0,0,"Dan Veniamin Nicolau",01/04-04/09,LEA 15,Active
1271,BIEN,540,002,Lecture,3.000,"Information Storage and Processing in Biological Systems.",TR,02:35 pm-03:55 pm,30,0,0,0,"Dan Veniamin Nicolau",01/04-04/09,LEA 15,Active
1272,BIEN,540,003,Tutorial,0.000,"Information Storage and Processing in Biological Systems.",R,11:35 am-01:25 pm,20,0,0,0,"Dan Veniamin Nicolau",01/04-04/10,RPHYS 115,Active
,,,,,,,R,11:35 am-01:25 pm,,,,,"Dan Veniamin Nicolau",04/12-04/12,RPHYS 115,Active
1273,BIEN,540,004,Tutorial,0.000,"Information Storage and Processing in Biological Systems.",R,11:35 am-01:25 pm,30,0,0,0,"Dan Veniamin Nicolau",01/04-04/10,RPHYS 115,Active
,,,,,,,R,11:35 am-01:25 pm,,,,,"Dan Veniamin Nicolau",04/12-04/12,RPHYS 115,Active
1274,BIEN,545,001,Lecture,3.000,"Diagnostic Devices at the Point-of-Care.",TR,02:35 pm-03:55 pm,12,0,0,0,"Sara  Mahshid",01/04-04/09,MDHAR G-01,Active
1275,BIEN,545,002,Lecture,3.000,"Diagnostic Devices at the Point-of-Care.",TR,02:35 pm-03:55 pm,11,0,0,0,"Sara  Mahshid",01/04-04/09,MDHAR G-01,Active
1276,BIEN,580,001,Lecture,3.000,"Synthetic Biology.",R,02:35 pm-05:25 pm,25,0,0,0,"Codruta  Ignea",01/04-04/04,BIRKS 111,Active
1277,BIEN,580,002,Lecture,3.000,"Synthetic Biology.",R,02:35 pm-05:25 pm,10,0,0,0,"Codruta  Ignea",01/04-04/04,BIRKS 111,Active
1278,BIEN,580,003,Tutorial,0.000,"Synthetic Biology.",M,09:35 am-11:25 am,25,0,0,0,"Codruta  Ignea",01/04-04/12,MDHAR G-01,Active
,,,,,,,R,09:35 am-11:25 am,,,,,"Codruta  Ignea",04/11-04/11,MDHAR G-01,Active
1279,BIEN,580,004,Tutorial,0.000,"Synthetic Biology.",M,09:35 am-11:25 am,10,0,0,0,"Codruta  Ignea",01/04-04/12,MDHAR G-01,Active
,,,,,,,R,09:35 am-11:25 am,,,,,"Codruta  Ignea",04/11-04/11,MDHAR G-01,Active
1280,BIEN,590,001,Lecture,3.000,"Cell Culture Engineering.",F,02:35 pm-05:25 pm,20,0,0,0,"Amine A. Kamen, Mario Alberto Jardon Contla",01/04-04/12,LEA 15,Active
1281,BIEN,590,002,Lecture,3.000,"Cell Culture Engineering.",F,02:35 pm-05:25 pm,40,0,0,0,"Amine A. Kamen, Mario Alberto Jardon Contla",01/04-04/12,LEA 15,Active
6758,BIEN,595,001,Lecture,3.000,"Advanced Biomolecular Systems Modelling.",T,11:35 am-02:25 pm,15,0,0,0,"Yu  Xia, Jasmin  Coulombe-Huntington",01/04-04/09,BURN 934,Active
6759,BIEN,595,002,Lecture,3.000,"Advanced Biomolecular Systems Modelling.",T,11:35 am-02:25 pm,10,0,0,0,"Yu  Xia, Jasmin  Coulombe-Huntington",01/04-04/09,BURN 934,Active
7473,BIEN,602,001,Lecture,3.000,"Biomanufacturing for RNA Biologics.",T,11:35 am-02:25 pm,35,0,0,0,"Ayyappasamy  Sudalaiyadum Perumal",01/04-04/09,ENGTR 2100,Active
1282,BIEN,670,001,Lecture,3.000,"Downstream Processing.",TBA,TBA,20,0,0,0,TBA,01/04-04/12,TBA,Cancelled
1283,BIEN,670,002,Tutorial,0.000,"Downstream Processing.",TBA,TBA,20,0,0,0,TBA,01/04-04/12,TBA,Cancelled
1284,BIEN,675,001,Lecture,3.000,"Process Analytical Technologies and Data Sciences.",TBA,TBA,20,0,0,0,TBA,01/04-04/12,TBA,Cancelled
1285,BIEN,680,001,Lecture,4.000,"Bioprocessing of Vaccines.",R,08:35 am-11:25 am,40,0,0,0,"Amine A. Kamen, Mario Alberto Jardon Contla",01/04-04/04,EDUC 624,Active
6760,BIEN,685,001,Lecture,3.000,"Gene and Cell Therapy Viral Vectors Biomanufacturing.",W,02:35 pm-05:25 pm,35,0,0,0,"Amine A. Kamen",01/04-04/10,STBIO S3/4,Active
Bioinformatics
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
460,BINF,511,001,Lecture,3.000,"Bioinformatics for Genomics.",W,12:35 pm-03:25 pm,20,0,0,0,"Jaskaran  Dhiman, Martina Viktoria Stromvik",01/04-04/10,MACSTW 2-028,Active
461,BINF,511,002,Laboratory,0.000,"Bioinformatics for Genomics.",,TBA,20,0,0,0,"Jaskaran  Dhiman, Martina Viktoria Stromvik",01/04-04/12,TBA,Active
778,BINF,531,001,Lecture,3.000,"Statistical Bioinformatics.",M,11:35 am-02:25 pm,16,0,0,0,"Jianguo  Xia",01/04-04/11,BARTON 1-015,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Jianguo  Xia",04/11-04/11,BARTON 1-015,Active
779,BINF,531,002,Laboratory,0.000,"Statistical Bioinformatics.",R,11:35 am-02:25 pm,16,0,0,0,"Jianguo  Xia",01/04-04/10,BARTON 1-015,Active
,,,,,,,R,11:35 am-02:25 pm,,,,,"Jianguo  Xia",04/12-04/12,BARTON 1-015,Active
793,BINF,621,001,Lecture,3.000,"Bioinformatics: Molecular Biology.",,TBA,10,0,0,0,"Martina Viktoria Stromvik",01/04-04/12,MACSTW 2-028,Cancelled
614,BINF,660,001,Project,3.000,"Advances in Bioinformatics.",,TBA,10,0,0,0,"Martina Viktoria Stromvik",01/04-04/12,TBA,Cancelled
Biochemistry
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
1286,BIOC,212,001,Lecture,3.000,"Molecular Mechanisms of Cell Function.",MWF,10:35 am-11:25 am,192,0,0,0,"Arnim  Pause, Maria  Vera Ugalde, William Abraham Pastor, Robert Scott Kiss, Dieter  Reinhardt, Marc Robert Fabian",01/04-04/12,STBIO S1/4,Active
,,,,,,,MWF,10:35 am-11:25 am,,,,,"Arnim  Pause, Maria  Vera Ugalde, William Abraham Pastor, Robert Scott Kiss, Dieter  Reinhardt, Marc Robert Fabian",01/04-04/12,STBIO S3/3,Active
,,,,,,,R,10:35 am-11:25 am,,,,,"Arnim  Pause, Maria  Vera Ugalde, William Abraham Pastor, Robert Scott Kiss, Dieter  Reinhardt, Marc Robert Fabian",04/11-04/11,STBIO S1/4,Active
,,,,,,,R,10:35 am-11:25 am,,,,,"Arnim  Pause, Maria  Vera Ugalde, William Abraham Pastor, Robert Scott Kiss, Dieter  Reinhardt, Marc Robert Fabian",04/11-04/11,STBIO S3/3,Active
7960,BIOC,212,002,Midterm Exam,0.000,"Molecular Mechanisms of Cell Function.",W,06:35 pm-08:25 pm,0,0,0,0,TBA,02/28-02/28,LEA 132,Active
1287,BIOC,220,001,Lecture,3.000,"Laboratory Methods in Biochemistry and Molecular Biology 1.",M,01:35 pm-03:55 pm,96,0,0,0,"Natasha  Chang",01/04-04/11,MCMED 1034,Active
,,,,,,,R,01:35 pm-03:55 pm,,,,,"Natasha  Chang",04/11-04/11,MCMED 1034,Active
1288,BIOC,220,002,Laboratory,0.000,"Laboratory Methods in Biochemistry and Molecular Biology 1.",W,01:35 pm-06:25 pm,24,0,0,0,"Natasha  Chang",01/04-04/12,MCMED 910,Active
1289,BIOC,220,003,Laboratory,0.000,"Laboratory Methods in Biochemistry and Molecular Biology 1.",T,01:35 pm-06:25 pm,24,0,0,0,"Natasha  Chang",01/04-04/12,MCMED 910,Active
1290,BIOC,220,004,Laboratory,0.000,"Laboratory Methods in Biochemistry and Molecular Biology 1.",R,01:35 pm-06:25 pm,24,0,0,0,"Natasha  Chang",01/04-04/10,MCMED 910,Active
,,,,,,,R,01:35 pm-06:25 pm,,,,,"Natasha  Chang",04/12-04/12,MCMED 910,Active
1291,BIOC,220,005,Laboratory,0.000,"Laboratory Methods in Biochemistry and Molecular Biology 1.",F,01:35 pm-06:25 pm,24,0,0,0,"Natasha  Chang",01/04-04/12,MCMED 910,Active
1292,BIOC,312,001,Lecture,3.000,"Biochemistry of Macromolecules.",TR,11:35 am-12:55 pm,149,0,0,0,"Sidong  Huang, Nahum  Sonenberg, Gerard  Pelletier, Josee  Dostie, Vincent  Giguere, Stephane  Richard, Michel  Tremblay",01/04-04/09,STBIO S1/3,Active
7488,BIOC,396,001,Project,3.000,"Undergraduate Research Project.",TBA,TBA,15,0,0,0,TBA,01/04-04/12,TBA,Active
1293,BIOC,404,001,Lecture,3.000,"Biophysical Methods in Biochemistry.",MWF,10:35 am-11:25 am,50,0,0,0,"Thomas Martin  Schmeing, Kalle Burgess  Gehring, Alba  Guarne, Joaquin  Ortega, Adam Gerald Hendricks",01/04-04/12,MCMED 1027,Active
,,,,,,,R,10:35 am-11:25 am,,,,,"Thomas Martin  Schmeing, Kalle Burgess  Gehring, Alba  Guarne, Joaquin  Ortega, Adam Gerald Hendricks",04/11-04/11,MCMED 1027,Active
1294,BIOC,458,001,Lecture,3.000,"Membranes and Cellular Signaling.",MWF,08:35 am-09:25 am,38,0,0,0,"Natalie  Zeytuni, Nathalie  Lamarche, Dieter  Reinhardt, Chantal  Autexier, Maxime  Denis",01/04-04/12,MCMED 1034,Active
,,,,,,,R,08:35 am-09:25 am,,,,,"Natalie  Zeytuni, Nathalie  Lamarche, Dieter  Reinhardt, Chantal  Autexier, Maxime  Denis",04/11-04/11,MCMED 1034,Active
1295,BIOC,462,001,Laboratory,6.000,"Research Laboratory in Biochemistry.",TBA,TBA,20,0,0,0,TBA,01/04-04/12,TBA,Active
1296,BIOC,470,001,Lecture,3.000,"Lipids and Lipoproteins in Disease.",TR,10:35 am-11:55 am,30,0,0,0,"Robert Scott Kiss, Tommy  Nilsson",01/04-01/21,MCMED 335,Active
,,,,,,,TR,10:35 am-11:55 am,,,,,"Robert Scott Kiss, Tommy  Nilsson",01/22-02/08,MCMED 220,Active
,,,,,,,TR,10:35 am-11:55 am,,,,,"Robert Scott Kiss, Tommy  Nilsson",02/09-02/16,MCMED 325,Active
,,,,,,,TR,10:35 am-11:55 am,,,,,"Robert Scott Kiss, Tommy  Nilsson",02/17-02/23,MCMED 220,Active
,,,,,,,TR,10:35 am-11:55 am,,,,,"Robert Scott Kiss, Tommy  Nilsson",02/27-02/29,MCMED 330,Active
,,,,,,,TR,10:35 am-11:55 am,,,,,"Robert Scott Kiss, Tommy  Nilsson",03/01-04/09,MCMED 220,Active
1297,BIOC,491,001,Laboratory,6.000,"Independent Research.",,TBA,30,0,0,0,"Arnim  Pause",01/04-04/12,TBA,Active
1298,BIOC,503,001,Lecture,3.000,"Biochemistry of Immune Diseases.",MW,04:35 pm-05:55 pm,30,3,0,3,"Christos M  Tsoukas, Maxime  Denis",01/04-01/21,MCMED 335,Active
,,,,,,,MW,04:35 pm-05:55 pm,,,,,"Christos M  Tsoukas, Maxime  Denis",01/22-02/13,MCMED 337,Active
,,,,,,,MW,04:35 pm-05:55 pm,,,,,"Christos M  Tsoukas, Maxime  Denis",02/14-04/11,EDUC 624,Active
,,,,,,,R,04:35 pm-05:55 pm,,,,,"Christos M  Tsoukas, Maxime  Denis",04/11-04/11,EDUC 624,Active
6872,BIOC,604,001,Lecture,3.000,"Macromolecular Structure.",TR,01:35 pm-03:25 pm,15,0,0,0,"Bhushan  Nagar",01/04-01/09,MCMED 333,Active
,,,,,,,R,01:35 pm-03:25 pm,,,,,"Bhushan  Nagar",01/10-01/12,MCMED 1034,Active
,,,,,,,TR,01:35 pm-03:25 pm,,,,,"Bhushan  Nagar",01/13-02/29,MCMED 1034,Active
,,,,,,,TR,01:35 pm-03:25 pm,,,,,"Bhushan  Nagar",03/01-03/26,MCMED 337,Active
,,,,,,,TR,01:35 pm-03:25 pm,,,,,"Bhushan  Nagar",03/27-04/09,MCMED 1034,Active
1299,BIOC,605,001,Lecture,3.000,"Protein Biology and Proteomics.",MF,02:05 pm-03:55 pm,12,0,0,0,"Maxime  Denis, Kurt  Dejgaard",01/04-04/12,MCMED 908,Active
,,,,,,,R,02:05 pm-03:55 pm,,,,,"Maxime  Denis, Kurt  Dejgaard",04/11-04/11,MCMED 908,Active
1300,BIOC,670,001,Lecture,3.000,"Biochemistry of Lipoproteins.",M,01:05 pm-04:55 pm,10,0,0,0,"Robert Scott Kiss, Tommy  Nilsson",01/04-04/11,MCMED 1101,Active
,,,,,,,R,01:05 pm-04:55 pm,,,,,"Robert Scott Kiss, Tommy  Nilsson",04/11-04/11,MCMED 1101,Active
4994,BIOC,696D2,001,Seminar,1.500,"Seminars in Biochemistry.",,TBA,50,0,0,0,"Christine E  Laberge",01/04-04/12,TBA,Active
4962,BIOC,696N1,001,Seminar,1.500,"Seminars in Biochemistry.",,TBA,20,0,0,0,"Christine E  Laberge",01/04-04/12,TBA,Active
1301,BIOC,697,001,Thesis Course,9.000,"Thesis Research 1.",TBA,TBA,10,0,0,0,TBA,01/04-04/12,TBA,Active
1302,BIOC,698,001,Thesis Course,12.000,"Thesis Research 2.",TBA,TBA,40,0,0,0,TBA,01/04-04/12,TBA,Active
1303,BIOC,699,001,Thesis Course,15.000,"Thesis Research 3.",TBA,TBA,10,0,0,0,TBA,01/04-04/12,TBA,Active
